[2019-03-25 16:50:41,867 An event occurred]
[2019-03-25 17:52:43,085 Num active peers = 0]
[2019-03-25 17:52:43,286 An event occurred]
[2019-03-25 17:52:43,487 An event occurred]
[2019-03-25 17:52:43,687 An event occurred]
[2019-03-25 17:52:43,888 An event occurred]
[2019-03-25 17:52:44,090 An event occurred]
[2019-03-25 17:52:44,091 Running report...]
[2019-03-25 17:52:44,091 Num active peers = 0]
[2019-03-25 17:52:44,292 An event occurred]
[2019-03-25 17:52:44,493 An event occurred]
[2019-03-25 17:52:44,694 An event occurred]
[2019-03-25 17:52:44,895 An event occurred]
[2019-03-25 17:52:45,097 An event occurred]
[2019-03-25 17:52:45,097 Running report...]
[2019-03-25 17:52:45,098 Num active peers = 0]
[2019-03-25 17:52:45,298 An event occurred]
[2019-03-25 17:52:45,499 An event occurred]
[2019-03-25 17:52:45,700 An event occurred]
[2019-03-25 17:52:45,901 An event occurred]
[2019-03-25 17:52:46,102 An event occurred]
[2019-03-25 17:52:46,103 Running report...]
[2019-03-25 17:52:46,103 Num active peers = 0]
[2019-03-25 17:52:46,304 An event occurred]
[2019-03-25 17:52:46,505 An event occurred]
[2019-03-25 17:52:46,706 An event occurred]
[2019-03-25 17:52:46,907 An event occurred]
[2019-03-25 17:52:47,108 An event occurred]
[2019-03-25 17:52:47,109 Running report...]
[2019-03-25 17:52:47,109 Num active peers = 0]
[2019-03-25 17:52:47,310 An event occurred]
[2019-03-25 17:52:47,511 An event occurred]
[2019-03-25 17:52:47,712 An event occurred]
[2019-03-25 17:52:47,913 An event occurred]
[2019-03-25 17:52:48,114 An event occurred]
[2019-03-25 17:52:48,115 Running report...]
[2019-03-25 17:52:48,115 Num active peers = 0]
[2019-03-25 17:52:48,316 An event occurred]
[2019-03-25 17:52:48,517 An event occurred]
[2019-03-25 17:52:48,718 An event occurred]
[2019-03-25 17:52:48,919 An event occurred]
[2019-03-25 17:52:49,120 An event occurred]
[2019-03-25 17:52:49,121 Running report...]
[2019-03-25 17:52:49,121 Num active peers = 0]
[2019-03-25 17:52:49,322 An event occurred]
[2019-03-25 17:52:49,523 An event occurred]
[2019-03-25 17:52:49,724 An event occurred]
[2019-03-25 17:52:49,925 An event occurred]
[2019-03-25 17:52:50,126 An event occurred]
[2019-03-25 17:52:50,127 Running report...]
[2019-03-25 17:52:50,127 Num active peers = 0]
[2019-03-25 17:52:50,328 An event occurred]
[2019-03-25 17:52:50,529 An event occurred]
[2019-03-25 17:52:50,730 An event occurred]
[2019-03-25 17:52:50,931 An event occurred]
[2019-03-25 17:52:51,132 An event occurred]
[2019-03-25 17:52:51,133 Running report...]
[2019-03-25 17:52:51,133 Num active peers = 0]
[2019-03-25 17:52:51,334 An event occurred]
[2019-03-25 17:52:51,535 An event occurred]
[2019-03-25 17:52:51,736 An event occurred]
[2019-03-25 17:52:51,937 An event occurred]
[2019-03-25 17:52:52,138 An event occurred]
[2019-03-25 17:52:52,139 Running report...]
[2019-03-25 17:52:52,139 Num active peers = 0]
[2019-03-25 17:52:52,340 An event occurred]
[2019-03-25 17:52:52,541 An event occurred]
[2019-03-25 17:52:52,742 An event occurred]
[2019-03-25 17:52:52,943 An event occurred]
[2019-03-25 17:52:53,144 An event occurred]
[2019-03-25 17:52:53,145 Running report...]
[2019-03-25 17:52:53,145 Num active peers = 0]
[2019-03-25 17:52:53,345 An event occurred]
[2019-03-25 17:52:53,546 An event occurred]
[2019-03-25 17:52:53,747 An event occurred]
[2019-03-25 17:52:53,948 An event occurred]
[2019-03-25 17:52:54,149 An event occurred]
[2019-03-25 17:52:54,149 Running report...]
[2019-03-25 17:52:54,149 Num active peers = 0]
[2019-03-25 17:52:54,350 An event occurred]
[2019-03-25 17:52:54,551 An event occurred]
[2019-03-25 17:52:54,752 An event occurred]
[2019-03-25 17:52:54,953 An event occurred]
[2019-03-25 17:52:55,154 An event occurred]
[2019-03-25 17:52:55,155 Running report...]
[2019-03-25 17:52:55,155 Num active peers = 0]
[2019-03-25 17:52:55,355 An event occurred]
[2019-03-25 17:52:55,556 An event occurred]
[2019-03-25 17:52:55,757 An event occurred]
[2019-03-25 17:52:55,958 An event occurred]
[2019-03-25 17:52:56,159 An event occurred]
[2019-03-25 17:52:56,159 Running report...]
[2019-03-25 17:52:56,159 Num active peers = 0]
[2019-03-25 17:52:56,360 An event occurred]
[2019-03-25 17:52:56,561 An event occurred]
[2019-03-25 17:52:56,762 An event occurred]
[2019-03-25 17:52:56,962 An event occurred]
[2019-03-25 17:52:57,163 An event occurred]
[2019-03-25 17:52:57,164 Running report...]
[2019-03-25 17:52:57,164 Num active peers = 0]
[2019-03-25 17:52:57,364 An event occurred]
[2019-03-25 17:52:57,565 An event occurred]
[2019-03-25 17:52:57,766 An event occurred]
[2019-03-25 17:52:57,967 An event occurred]
[2019-03-25 17:52:58,167 An event occurred]
[2019-03-25 17:52:58,168 Running report...]
[2019-03-25 17:52:58,168 Num active peers = 0]
[2019-03-25 17:52:58,369 An event occurred]
[2019-03-25 17:52:58,570 An event occurred]
[2019-03-25 17:52:58,770 An event occurred]
[2019-03-25 17:52:58,971 An event occurred]
[2019-03-25 17:52:59,172 An event occurred]
[2019-03-25 17:52:59,173 Running report...]
[2019-03-25 17:52:59,174 Num active peers = 0]
[2019-03-25 17:52:59,375 An event occurred]
[2019-03-25 17:52:59,576 An event occurred]
[2019-03-25 17:52:59,777 An event occurred]
[2019-03-25 17:52:59,978 An event occurred]
[2019-03-25 17:53:00,179 An event occurred]
[2019-03-25 17:53:00,179 Running report...]
[2019-03-25 17:53:00,180 Num active peers = 0]
[2019-03-25 17:53:00,380 An event occurred]
[2019-03-25 17:53:00,582 An event occurred]
[2019-03-25 17:53:00,783 An event occurred]
[2019-03-25 17:53:00,983 An event occurred]
[2019-03-25 17:53:01,184 An event occurred]
[2019-03-25 17:53:01,185 Running report...]
[2019-03-25 17:53:01,185 Num active peers = 0]
[2019-03-25 17:53:01,386 An event occurred]
[2019-03-25 17:53:01,587 An event occurred]
[2019-03-25 17:53:01,787 An event occurred]
[2019-03-25 17:53:01,989 An event occurred]
[2019-03-25 17:53:02,189 An event occurred]
[2019-03-25 17:53:02,190 Running report...]
[2019-03-25 17:53:02,191 Num active peers = 0]
[2019-03-25 17:53:02,392 An event occurred]
[2019-03-25 17:53:02,593 An event occurred]
[2019-03-25 17:53:02,794 An event occurred]
[2019-03-25 17:53:02,995 An event occurred]
[2019-03-25 17:53:03,196 An event occurred]
[2019-03-25 17:53:03,197 Running report...]
[2019-03-25 17:53:03,197 Num active peers = 0]
[2019-03-25 17:53:03,399 An event occurred]
[2019-03-25 17:53:03,600 An event occurred]
[2019-03-25 17:53:03,801 An event occurred]
[2019-03-25 17:53:04,002 An event occurred]
[2019-03-25 17:53:04,203 An event occurred]
[2019-03-25 17:53:04,204 Running report...]
[2019-03-25 17:53:04,204 Num active peers = 0]
[2019-03-25 17:53:04,404 An event occurred]
[2019-03-25 17:53:04,605 An event occurred]
[2019-03-25 17:53:04,806 An event occurred]
[2019-03-25 17:53:05,007 An event occurred]
[2019-03-25 17:53:05,208 An event occurred]
[2019-03-25 17:53:05,208 Running report...]
[2019-03-25 17:53:05,209 Num active peers = 0]
[2019-03-25 17:53:05,409 An event occurred]
[2019-03-25 17:53:05,610 An event occurred]
[2019-03-25 17:53:05,812 An event occurred]
[2019-03-25 17:53:06,013 An event occurred]
[2019-03-25 17:53:06,214 An event occurred]
[2019-03-25 17:53:06,214 Running report...]
[2019-03-25 17:53:06,214 Num active peers = 0]
[2019-03-25 17:53:06,415 An event occurred]
[2019-03-25 17:53:06,616 An event occurred]
[2019-03-25 17:53:06,817 An event occurred]
[2019-03-25 17:53:07,018 An event occurred]
[2019-03-25 17:53:07,219 An event occurred]
[2019-03-25 17:53:07,219 Running report...]
[2019-03-25 17:53:07,220 Num active peers = 0]
[2019-03-25 17:53:07,420 An event occurred]
[2019-03-25 17:53:07,622 An event occurred]
[2019-03-25 17:53:07,823 An event occurred]
[2019-03-25 17:53:08,024 An event occurred]
[2019-03-25 17:53:08,225 An event occurred]
[2019-03-25 17:53:08,226 Running report...]
[2019-03-25 17:53:08,226 Num active peers = 0]
[2019-03-25 17:53:08,427 An event occurred]
[2019-03-25 17:53:08,628 An event occurred]
[2019-03-25 17:53:08,828 An event occurred]
[2019-03-25 17:53:09,029 An event occurred]
[2019-03-25 17:53:09,230 An event occurred]
[2019-03-25 17:53:09,231 Running report...]
[2019-03-25 17:53:09,231 Num active peers = 0]
[2019-03-25 17:53:09,432 An event occurred]
[2019-03-25 17:53:09,633 An event occurred]
[2019-03-25 17:53:09,834 An event occurred]
[2019-03-25 17:53:10,035 An event occurred]
[2019-03-25 17:53:10,236 An event occurred]
[2019-03-25 17:53:10,236 Running report...]
[2019-03-25 17:53:10,236 Num active peers = 0]
[2019-03-25 17:53:10,437 An event occurred]
[2019-03-25 17:53:10,638 An event occurred]
[2019-03-25 17:53:10,839 An event occurred]
[2019-03-25 17:53:11,040 An event occurred]
[2019-03-25 17:53:11,241 An event occurred]
[2019-03-25 17:53:11,242 Running report...]
[2019-03-25 17:53:11,242 Num active peers = 0]
[2019-03-25 17:53:11,443 An event occurred]
[2019-03-25 17:53:11,644 An event occurred]
[2019-03-25 17:53:11,845 An event occurred]
[2019-03-25 17:53:12,046 An event occurred]
[2019-03-25 17:53:12,247 An event occurred]
[2019-03-25 17:53:12,248 Running report...]
[2019-03-25 17:53:12,248 Num active peers = 0]
[2019-03-25 17:53:12,449 An event occurred]
[2019-03-25 17:53:12,650 An event occurred]
[2019-03-25 17:53:12,851 An event occurred]
[2019-03-25 17:53:13,052 An event occurred]
[2019-03-25 17:53:13,253 An event occurred]
[2019-03-25 17:53:13,253 Running report...]
[2019-03-25 17:53:13,254 Num active peers = 0]
[2019-03-25 17:53:13,454 An event occurred]
[2019-03-25 17:53:13,655 An event occurred]
[2019-03-25 17:53:13,856 An event occurred]
[2019-03-25 17:53:14,057 An event occurred]
[2019-03-25 17:53:14,258 An event occurred]
[2019-03-25 17:53:14,259 Running report...]
[2019-03-25 17:53:14,259 Num active peers = 0]
[2019-03-25 17:53:14,460 An event occurred]
[2019-03-25 17:53:14,661 An event occurred]
[2019-03-25 17:53:14,862 An event occurred]
[2019-03-25 17:53:15,062 An event occurred]
[2019-03-25 17:53:15,263 An event occurred]
[2019-03-25 17:53:15,264 Running report...]
[2019-03-25 17:53:15,265 Num active peers = 0]
[2019-03-25 17:53:15,465 An event occurred]
[2019-03-25 17:53:15,666 An event occurred]
[2019-03-25 17:53:15,867 An event occurred]
[2019-03-25 17:53:16,068 An event occurred]
[2019-03-25 17:53:16,269 An event occurred]
[2019-03-25 17:53:16,270 Running report...]
[2019-03-25 17:53:16,270 Num active peers = 0]
[2019-03-25 17:53:16,471 An event occurred]
[2019-03-25 17:53:16,672 An event occurred]
[2019-03-25 17:53:16,873 An event occurred]
[2019-03-25 17:53:17,074 An event occurred]
[2019-03-25 17:53:17,276 An event occurred]
[2019-03-25 17:53:17,277 Running report...]
[2019-03-25 17:53:17,277 Num active peers = 0]
[2019-03-25 17:53:17,478 An event occurred]
[2019-03-25 17:53:17,679 An event occurred]
[2019-03-25 17:53:17,880 An event occurred]
[2019-03-25 17:53:18,081 An event occurred]
[2019-03-25 17:53:18,282 An event occurred]
[2019-03-25 17:53:18,283 Running report...]
[2019-03-25 17:53:18,283 Num active peers = 0]
[2019-03-25 17:53:18,484 An event occurred]
[2019-03-25 17:53:18,685 An event occurred]
[2019-03-25 17:53:18,886 An event occurred]
[2019-03-25 17:53:19,087 An event occurred]
[2019-03-25 17:53:19,288 An event occurred]
[2019-03-25 17:53:19,289 Running report...]
[2019-03-25 17:53:19,289 Num active peers = 0]
[2019-03-25 17:53:19,490 An event occurred]
[2019-03-25 17:53:19,691 An event occurred]
[2019-03-25 17:53:19,893 An event occurred]
[2019-03-25 17:53:20,093 An event occurred]
[2019-03-25 17:53:20,295 An event occurred]
[2019-03-25 17:53:20,295 Running report...]
[2019-03-25 17:53:20,295 Num active peers = 0]
[2019-03-25 17:53:20,496 An event occurred]
[2019-03-25 17:53:20,697 An event occurred]
[2019-03-25 17:53:20,899 An event occurred]
[2019-03-25 17:53:21,100 An event occurred]
[2019-03-25 17:53:21,301 An event occurred]
[2019-03-25 17:53:21,302 Running report...]
[2019-03-25 17:53:21,302 Num active peers = 0]
[2019-03-25 17:53:21,503 An event occurred]
[2019-03-25 17:53:21,703 An event occurred]
[2019-03-25 17:53:21,904 An event occurred]
[2019-03-25 17:53:22,105 An event occurred]
[2019-03-25 17:53:22,334 An event occurred]
[2019-03-25 17:53:22,335 Running report...]
[2019-03-25 17:53:22,335 Num active peers = 0]
[2019-03-25 17:53:22,536 An event occurred]
[2019-03-25 17:53:22,737 An event occurred]
[2019-03-25 17:53:22,938 An event occurred]
[2019-03-25 17:53:23,139 An event occurred]
[2019-03-25 17:53:23,340 An event occurred]
[2019-03-25 17:53:23,341 Running report...]
[2019-03-25 17:53:23,341 Num active peers = 0]
[2019-03-25 17:53:23,542 An event occurred]
[2019-03-25 17:53:23,742 An event occurred]
[2019-03-25 17:53:23,943 An event occurred]
[2019-03-25 17:53:24,145 An event occurred]
[2019-03-25 17:53:24,345 An event occurred]
[2019-03-25 17:53:24,346 Running report...]
[2019-03-25 17:53:24,346 Num active peers = 0]
[2019-03-25 17:53:24,547 An event occurred]
[2019-03-25 17:53:24,748 An event occurred]
[2019-03-25 17:53:24,950 An event occurred]
[2019-03-25 17:53:25,045 An event occurred]
[2019-03-25 17:53:25,046 accepted connection from ('127.0.0.1', 56716)]
[2019-03-25 17:53:25,047 An event occurred]
[2019-03-25 17:53:25,048 recebi dados de: ('127.0.0.1', 56716)]
[2019-03-25 17:53:25,052 An event occurred]
[2019-03-25 17:53:25,053 closing connection to ('127.0.0.1', 56716)]
[2019-03-25 17:53:25,254 An event occurred]
[2019-03-25 17:53:25,455 An event occurred]
[2019-03-25 17:53:25,456 Running report...]
[2019-03-25 17:53:25,456 Num active peers = 0]
[2019-03-25 17:53:25,657 An event occurred]
[2019-03-25 17:53:25,858 An event occurred]
[2019-03-25 17:53:26,059 An event occurred]
[2019-03-25 17:53:26,260 An event occurred]
[2019-03-25 17:53:26,461 An event occurred]
[2019-03-25 17:53:26,462 Running report...]
[2019-03-25 17:53:26,462 Num active peers = 0]
[2019-03-25 17:53:26,663 An event occurred]
[2019-03-25 17:53:26,789 An event occurred]
[2019-03-25 17:53:26,790 accepted connection from ('127.0.0.1', 56718)]
[2019-03-25 17:53:26,791 An event occurred]
[2019-03-25 17:53:26,792 recebi dados de: ('127.0.0.1', 56718)]
[2019-03-25 17:53:26,793 An event occurred]
[2019-03-25 17:53:26,794 closing connection to ('127.0.0.1', 56718)]
[2019-03-25 17:53:26,995 An event occurred]
[2019-03-25 17:53:27,197 An event occurred]
[2019-03-25 17:53:27,398 An event occurred]
[2019-03-25 17:53:27,599 An event occurred]
[2019-03-25 17:53:27,600 Running report...]
[2019-03-25 17:53:27,600 Num active peers = 0]
[2019-03-25 17:53:27,801 An event occurred]
[2019-03-25 17:53:28,001 An event occurred]
[2019-03-25 17:53:28,202 An event occurred]
[2019-03-25 17:53:28,403 An event occurred]
[2019-03-25 17:53:28,604 An event occurred]
[2019-03-25 17:53:28,605 Running report...]
[2019-03-25 17:53:28,605 Num active peers = 0]
[2019-03-25 17:53:28,806 An event occurred]
[2019-03-25 17:53:29,007 An event occurred]
[2019-03-25 17:53:29,208 An event occurred]
[2019-03-25 17:53:29,410 An event occurred]
[2019-03-25 17:53:29,611 An event occurred]
[2019-03-25 17:53:29,611 Running report...]
[2019-03-25 17:53:29,612 Num active peers = 0]
[2019-03-25 17:53:29,813 An event occurred]
[2019-03-25 17:53:30,014 An event occurred]
[2019-03-25 17:53:30,216 An event occurred]
[2019-03-25 17:53:30,416 An event occurred]
[2019-03-25 17:53:34,436 An event occurred]
[2019-03-25 17:53:34,637 An event occurred]
[2019-03-25 17:53:34,838 An event occurred]
[2019-03-25 17:53:35,039 An event occurred]
[2019-03-25 17:53:35,241 An event occurred]
[2019-03-25 17:53:35,241 Running report...]
[2019-03-25 17:53:35,242 Num active peers = 0]
[2019-03-25 17:53:35,442 An event occurred]
[2019-03-25 17:53:35,643 An event occurred]
[2019-03-25 17:53:35,844 An event occurred]
[2019-03-25 17:53:36,045 An event occurred]
[2019-03-25 17:53:36,247 An event occurred]
[2019-03-25 17:53:36,247 Running report...]
[2019-03-25 17:53:36,248 Num active peers = 0]
[2019-03-25 17:53:36,448 An event occurred]
[2019-03-25 17:53:36,650 An event occurred]
[2019-03-25 17:53:36,839 An event occurred]
[2019-03-25 17:53:36,841 accepted connection from ('127.0.0.1', 56720)]
[2019-03-25 17:53:36,842 An event occurred]
[2019-03-25 17:53:36,843 recebi dados de: ('127.0.0.1', 56720)]
[2019-03-25 17:53:36,844 An event occurred]
[2019-03-25 17:53:36,845 closing connection to ('127.0.0.1', 56720)]
[2019-03-25 17:53:37,047 An event occurred]
[2019-03-25 17:53:37,248 An event occurred]
[2019-03-25 17:53:37,248 Running report...]
[2019-03-25 17:53:37,249 Num active peers = 0]
[2019-03-25 17:53:37,449 An event occurred]
[2019-03-25 17:53:37,650 An event occurred]
[2019-03-25 17:53:37,851 An event occurred]
[2019-03-25 17:53:38,052 An event occurred]
[2019-03-25 17:53:38,253 An event occurred]
[2019-03-25 17:53:38,253 Running report...]
[2019-03-25 17:53:38,253 Num active peers = 0]
[2019-03-25 17:53:38,454 An event occurred]
[2019-03-25 17:53:38,655 An event occurred]
[2019-03-25 17:53:38,857 An event occurred]
[2019-03-25 17:53:39,058 An event occurred]
[2019-03-25 17:53:39,259 An event occurred]
[2019-03-25 17:53:39,260 Running report...]
[2019-03-25 17:53:39,260 Num active peers = 0]
[2019-03-25 17:53:39,461 An event occurred]
[2019-03-25 17:53:39,662 An event occurred]
[2019-03-25 17:53:39,863 An event occurred]
[2019-03-25 17:53:40,064 An event occurred]
[2019-03-25 17:53:40,265 An event occurred]
[2019-03-25 17:53:40,266 Running report...]
[2019-03-25 17:53:40,267 Num active peers = 0]
[2019-03-25 17:53:40,467 An event occurred]
[2019-03-25 17:53:40,668 An event occurred]
[2019-03-25 17:53:40,869 An event occurred]
[2019-03-25 17:53:41,070 An event occurred]
[2019-03-25 17:53:41,270 An event occurred]
[2019-03-25 17:53:41,271 Running report...]
[2019-03-25 17:53:41,271 Num active peers = 0]
[2019-03-25 17:53:41,471 An event occurred]
[2019-03-25 17:53:41,672 An event occurred]
[2019-03-25 17:53:41,873 An event occurred]
[2019-03-25 17:53:42,074 An event occurred]
[2019-03-25 17:53:42,275 An event occurred]
[2019-03-25 17:53:42,276 Running report...]
[2019-03-25 17:53:42,276 Num active peers = 0]
[2019-03-25 17:53:42,476 An event occurred]
[2019-03-25 17:53:42,678 An event occurred]
[2019-03-25 17:53:42,879 An event occurred]
[2019-03-25 17:53:43,080 An event occurred]
[2019-03-25 17:53:43,281 An event occurred]
[2019-03-25 17:53:43,282 Running report...]
[2019-03-25 17:53:43,282 Num active peers = 0]
[2019-03-25 17:53:43,483 An event occurred]
[2019-03-25 17:53:43,684 An event occurred]
[2019-03-25 17:53:43,885 An event occurred]
